Date,Region,Service,Daily_Usage_Units,Peak_Usage_Units,VM_Count,Storage_TB,Season,Econ_Index,Downtime_Min,Usage_Lag_1,Usage_Lag_7,Week_Over_Week_Growth,Seasonality_Factor
2023-09-26,West Europe,Storage,0,0,0,470,Autumn,94,3,0.0,0.0,,1.133490112457002
2023-09-27,West Europe,Storage,0,0,0,660,Autumn,108,0,0.0,0.0,,1.1216532635490053
2023-09-28,West Europe,Storage,0,0,0,729,Autumn,83,0,0.0,0.0,,1.0672996351783013
2023-09-29,West Europe,Storage,0,0,0,402,Autumn,106,0,0.0,0.0,,1.1553226918555297
2023-09-30,West Europe,Storage,0,0,0,1108,Autumn,88,1,0.0,0.0,,1.0712571747776687
2023-10-01,West Europe,Storage,0,0,0,1144,Autumn,88,0,0.0,0.0,,1.1698174303635196
2023-10-02,West Europe,Storage,0,0,0,562,Autumn,94,1,0.0,0.0,,1.1512916159918953
2023-10-03,West Europe,Storage,0,0,0,1125,Autumn,109,0,0.0,0.0,,1.1855297382776206
2023-10-04,West Europe,Storage,0,0,0,667,Autumn,88,0,0.0,0.0,,1.0643360007840685
2023-10-05,West Europe,Storage,0,0,0,910,Autumn,108,1,0.0,0.0,,1.1736553533998235
2023-10-06,West Europe,Storage,0,0,0,901,Autumn,85,2,0.0,0.0,,1.0992748122433877
2023-10-07,West Europe,Storage,0,0,0,1183,Autumn,104,3,0.0,0.0,,1.0736844173212028
2023-10-08,West Europe,Storage,0,0,0,1065,Autumn,86,3,0.0,0.0,,1.0506734090315764
2023-10-09,West Europe,Storage,0,0,0,727,Autumn,95,1,0.0,0.0,,1.0692439462365166
2023-10-10,West Europe,Storage,0,0,0,1053,Autumn,100,2,0.0,0.0,,1.1721580628666535
2023-10-11,West Europe,Storage,0,0,0,428,Autumn,97,0,0.0,0.0,,1.118219714669106
2023-10-12,West Europe,Storage,0,0,0,1124,Autumn,84,1,0.0,0.0,,1.1437190944346458
2023-10-13,West Europe,Storage,0,0,0,559,Autumn,107,0,0.0,0.0,,1.0726494478956876
2023-10-14,West Europe,Storage,0,0,0,799,Autumn,81,0,0.0,0.0,,1.1841446058791802
2023-10-15,West Europe,Storage,0,0,0,1131,Autumn,102,3,0.0,0.0,,1.0668392740712642
2023-10-16,West Europe,Storage,0,0,0,495,Autumn,87,1,0.0,0.0,,1.0822979969908637
2023-10-17,West Europe,Storage,0,0,0,716,Autumn,105,3,0.0,0.0,,1.1955505994539761
2023-10-18,West Europe,Storage,0,0,0,705,Autumn,107,3,0.0,0.0,,1.070794552520565
2023-10-19,West Europe,Storage,0,0,0,410,Autumn,108,2,0.0,0.0,,1.1597498039424878
2023-10-20,West Europe,Storage,0,0,0,835,Autumn,105,1,0.0,0.0,,1.1660686617884857
2023-10-21,West Europe,Storage,0,0,0,463,Autumn,93,1,0.0,0.0,,1.0911736943754653
2023-10-22,West Europe,Storage,0,0,0,878,Autumn,83,0,0.0,0.0,,1.1829320482310768
2023-10-23,West Europe,Storage,0,0,0,1190,Autumn,100,3,0.0,0.0,,1.1338243767136074
2023-10-24,West Europe,Storage,0,0,0,391,Autumn,98,0,0.0,0.0,,1.1516864711975376
2023-10-25,West Europe,Storage,0,0,0,1138,Autumn,88,2,0.0,0.0,,1.163747243785021
2023-10-26,West Europe,Storage,0,0,0,1161,Autumn,106,1,0.0,0.0,,1.1007198876345874
2023-10-27,West Europe,Storage,0,0,0,456,Autumn,93,0,0.0,0.0,,1.0761144463029286
2023-10-28,West Europe,Storage,0,0,0,510,Autumn,87,3,0.0,0.0,,1.1411433255915486
2023-10-29,West Europe,Storage,0,0,0,1018,Autumn,103,0,0.0,0.0,,1.1266278598207173
2023-10-30,West Europe,Storage,0,0,0,313,Autumn,103,2,0.0,0.0,,1.1596360429014194
2023-10-31,West Europe,Storage,0,0,0,868,Autumn,91,0,0.0,0.0,,1.1832186528130253
2023-11-01,West Europe,Storage,0,0,0,1055,Autumn,92,0,0.0,0.0,,1.153758499219358
2023-11-02,West Europe,Storage,0,0,0,493,Autumn,95,0,0.0,0.0,,1.119311347040692
2023-11-03,West Europe,Storage,0,0,0,397,Autumn,109,1,0.0,0.0,,1.1766059757864629
2023-11-04,West Europe,Storage,0,0,0,930,Autumn,94,1,0.0,0.0,,1.1186051022388297
2023-11-05,West Europe,Storage,0,0,0,317,Autumn,85,3,0.0,0.0,,1.0801214062452404
2023-11-06,West Europe,Storage,0,0,0,1050,Autumn,98,1,0.0,0.0,,1.1084097799930668
2023-11-07,West Europe,Storage,0,0,0,942,Autumn,97,0,0.0,0.0,,1.0587017703038422
2023-11-08,West Europe,Storage,0,0,0,526,Autumn,90,0,0.0,0.0,,1.11494453583685
2023-11-09,West Europe,Storage,0,0,0,816,Autumn,88,0,0.0,0.0,,1.1068036708817466
2023-11-10,West Europe,Storage,0,0,0,700,Autumn,104,2,0.0,0.0,,1.1221922389775651
2023-11-11,West Europe,Storage,0,0,0,1037,Autumn,80,0,0.0,0.0,,1.1391250039058924
2023-11-12,West Europe,Storage,0,0,0,548,Autumn,86,0,0.0,0.0,,1.1014419209565691
2023-11-13,West Europe,Storage,0,0,0,970,Autumn,109,2,0.0,0.0,,1.0535692195568596
2023-11-14,West Europe,Storage,0,0,0,830,Autumn,106,0,0.0,0.0,,1.0774216502866172
2023-11-15,West Europe,Storage,0,0,0,912,Autumn,82,0,0.0,0.0,,1.0717359935604134
2023-11-16,West Europe,Storage,0,0,0,652,Autumn,103,3,0.0,0.0,,1.156342709505657
2023-11-17,West Europe,Storage,0,0,0,492,Autumn,81,0,0.0,0.0,,1.1704965243239436
2023-11-18,West Europe,Storage,0,0,0,753,Autumn,97,0,0.0,0.0,,1.1200519966711233
2023-11-19,West Europe,Storage,0,0,0,549,Autumn,94,0,0.0,0.0,,1.1822919632538256
2023-11-20,West Europe,Storage,0,0,0,1161,Autumn,103,3,0.0,0.0,,1.1011485634547298
2023-11-21,West Europe,Storage,0,0,0,848,Autumn,99,0,0.0,0.0,,1.0920257350404738
2023-11-22,West Europe,Storage,0,0,0,400,Autumn,95,0,0.0,0.0,,1.0605781624933917
2023-11-23,West Europe,Storage,0,0,0,500,Autumn,81,3,0.0,0.0,,1.0731622764503455
2023-11-24,West Europe,Storage,0,0,0,945,Autumn,82,1,0.0,0.0,,1.0567024148412323
2023-11-25,West Europe,Storage,0,0,0,540,Autumn,103,1,0.0,0.0,,1.1764531500626565
2023-11-26,West Europe,Storage,0,0,0,930,Autumn,100,0,0.0,0.0,,1.0866106830344309
2023-11-27,West Europe,Storage,0,0,0,759,Autumn,101,0,0.0,0.0,,1.1609091038880552
2023-11-28,West Europe,Storage,0,0,0,310,Autumn,83,1,0.0,0.0,,1.1837579301071424
2023-11-29,West Europe,Storage,0,0,0,827,Autumn,82,0,0.0,0.0,,1.179956098944843
2023-11-30,West Europe,Storage,0,0,0,969,Autumn,89,3,0.0,0.0,,1.0983846908196646
2023-12-01,West Europe,Storage,0,0,0,738,Winter,93,0,0.0,0.0,,1.1553813809212028
2023-12-02,West Europe,Storage,0,0,0,642,Winter,107,0,0.0,0.0,,1.1089955950249044
2023-12-03,West Europe,Storage,0,0,0,710,Winter,86,1,0.0,0.0,,1.1303811346130435
2023-12-04,West Europe,Storage,0,0,0,859,Winter,93,2,0.0,0.0,,1.0532987234634406
2023-12-05,West Europe,Storage,0,0,0,306,Winter,101,3,0.0,0.0,,1.1026811918754422
2023-12-06,West Europe,Storage,0,0,0,319,Winter,99,1,0.0,0.0,,1.1784728130684679
2023-12-07,West Europe,Storage,0,0,0,699,Winter,82,0,0.0,0.0,,1.0642402864161995
2023-12-08,West Europe,Storage,0,0,0,1041,Winter,85,1,0.0,0.0,,1.0664266570815526
2023-12-09,West Europe,Storage,0,0,0,546,Winter,92,1,0.0,0.0,,1.083490979693629
2023-12-10,West Europe,Storage,0,0,0,929,Winter,83,0,0.0,0.0,,1.1335841744657336
2023-12-11,West Europe,Storage,0,0,0,1083,Winter,105,0,0.0,0.0,,1.178793707917909
2023-12-12,West Europe,Storage,0,0,0,811,Winter,88,3,0.0,0.0,,1.0864888055339164
2023-12-13,West Europe,Storage,0,0,0,1018,Winter,87,0,0.0,0.0,,1.0873707172626708
2023-12-14,West Europe,Storage,0,0,0,707,Winter,92,2,0.0,0.0,,1.1216752287055314
2023-12-15,West Europe,Storage,0,0,0,558,Winter,80,0,0.0,0.0,,1.1990530317887385
2023-12-16,West Europe,Storage,0,0,0,427,Winter,94,0,0.0,0.0,,1.1158587200869847
2023-12-17,West Europe,Storage,0,0,0,1050,Winter,81,0,0.0,0.0,,1.171833664057527
2023-12-18,West Europe,Storage,0,0,0,747,Winter,103,2,0.0,0.0,,1.1955901585564506
2023-12-19,West Europe,Storage,0,0,0,447,Winter,87,0,0.0,0.0,,1.1501848802712837
2023-12-20,West Europe,Storage,0,0,0,773,Winter,106,0,0.0,0.0,,1.1359860629830745
2023-12-21,West Europe,Storage,0,0,0,722,Winter,107,1,0.0,0.0,,1.0695598823802708
2023-12-22,West Europe,Storage,0,0,0,546,Winter,91,0,0.0,0.0,,1.116327745951495
2023-12-23,West Europe,Storage,0,0,0,386,Winter,98,0,0.0,0.0,,1.1324172766993832
2023-12-24,West Europe,Storage,0,0,0,837,Winter,105,0,0.0,0.0,,1.1387639690371232
2023-12-25,West Europe,Storage,0,0,0,423,Winter,82,0,0.0,0.0,,1.1987583649684408
2023-12-26,West Europe,Storage,0,0,0,637,Winter,106,2,0.0,0.0,,1.0660428240961433
2023-12-27,West Europe,Storage,0,0,0,914,Winter,106,1,0.0,0.0,,1.0927699310197283
2023-12-28,West Europe,Storage,0,0,0,1100,Winter,81,0,0.0,0.0,,1.081921537435459
2023-12-29,West Europe,Storage,0,0,0,536,Winter,95,0,0.0,0.0,,1.1393486232878762
2023-12-30,West Europe,Storage,0,0,0,308,Winter,85,1,0.0,0.0,,1.097561278678452
2023-12-31,West Europe,Storage,0,0,0,425,Winter,81,0,0.0,0.0,,1.0939685644149986
2024-01-01,West Europe,Storage,0,0,0,1062,Winter,81,2,0.0,0.0,,1.0618186023930969
2024-01-02,West Europe,Storage,0,0,0,808,Winter,85,0,0.0,0.0,,1.0773871580494339
2024-01-03,West Europe,Storage,0,0,0,999,Winter,94,0,0.0,0.0,,1.070165496984253
2024-01-04,West Europe,Storage,0,0,0,614,Winter,100,2,0.0,0.0,,1.15183750688351
2024-01-05,West Europe,Storage,0,0,0,656,Winter,84,0,0.0,0.0,,1.1427772738924509
2024-01-06,West Europe,Storage,0,0,0,302,Winter,94,1,0.0,0.0,,1.1816844116029332
2024-01-07,West Europe,Storage,0,0,0,394,Winter,92,2,0.0,0.0,,1.1917691498662537
2024-01-08,West Europe,Storage,0,0,0,502,Winter,97,0,0.0,0.0,,1.1741206014536631
2024-01-09,West Europe,Storage,0,0,0,761,Winter,108,0,0.0,0.0,,1.1961014140623474
2024-01-10,West Europe,Storage,0,0,0,788,Winter,96,2,0.0,0.0,,1.1136177429292409
2024-01-11,West Europe,Storage,0,0,0,602,Winter,108,0,0.0,0.0,,1.1129085244684898
2024-01-12,West Europe,Storage,0,0,0,901,Winter,104,0,0.0,0.0,,1.1817770372301648
2024-01-13,West Europe,Storage,0,0,0,1054,Winter,96,2,0.0,0.0,,1.0581587204775629
2024-01-14,West Europe,Storage,0,0,0,833,Winter,100,0,0.0,0.0,,1.166388851469022
2024-01-15,West Europe,Storage,0,0,0,457,Winter,94,0,0.0,0.0,,1.1687737327599195
2024-01-16,West Europe,Storage,0,0,0,710,Winter,106,3,0.0,0.0,,1.1977133963663422
2024-01-17,West Europe,Storage,0,0,0,912,Winter,83,0,0.0,0.0,,1.0549303060512754
2024-01-18,West Europe,Storage,0,0,0,515,Winter,80,3,0.0,0.0,,1.154747737177677
2024-01-19,West Europe,Storage,0,0,0,1049,Winter,106,0,0.0,0.0,,1.0877467513244425
2024-01-20,West Europe,Storage,0,0,0,717,Winter,97,0,0.0,0.0,,1.1104671321283879
2024-01-21,West Europe,Storage,0,0,0,925,Winter,100,0,0.0,0.0,,1.16893867151708
2024-01-22,West Europe,Storage,0,0,0,1134,Winter,97,2,0.0,0.0,,1.1418893200657256
2024-01-23,West Europe,Storage,0,0,0,864,Winter,80,2,0.0,0.0,,1.120535820383063
2024-01-24,West Europe,Storage,0,0,0,464,Winter,98,0,0.0,0.0,,1.073993622263603
2024-01-25,West Europe,Storage,0,0,0,339,Winter,99,0,0.0,0.0,,1.1920690171233281
2024-01-26,West Europe,Storage,0,0,0,665,Winter,104,0,0.0,0.0,,1.152293473275811
2024-01-27,West Europe,Storage,0,0,0,1155,Winter,95,2,0.0,0.0,,1.0904826779461707
2024-01-28,West Europe,Storage,0,0,0,772,Winter,88,0,0.0,0.0,,1.0500828984176425
2024-01-29,West Europe,Storage,0,0,0,638,Winter,102,2,0.0,0.0,,1.0547413674576087
2024-01-30,West Europe,Storage,0,0,0,1018,Winter,82,0,0.0,0.0,,1.1251968551110292
2024-01-31,West Europe,Storage,0,0,0,1050,Winter,102,2,0.0,0.0,,1.1253093067749935
2024-02-01,West Europe,Storage,0,0,0,1128,Winter,92,0,0.0,0.0,,1.0973712186220157
2024-02-02,West Europe,Storage,0,0,0,1087,Winter,103,1,0.0,0.0,,1.185425023686194
2024-02-03,West Europe,Storage,0,0,0,704,Winter,84,0,0.0,0.0,,1.1004383882293154
2024-02-04,West Europe,Storage,0,0,0,346,Winter,95,3,0.0,0.0,,1.0673572044377526
2024-02-05,West Europe,Storage,0,0,0,1029,Winter,82,0,0.0,0.0,,1.1007347777077594
2024-02-06,West Europe,Storage,0,0,0,785,Winter,99,1,0.0,0.0,,1.1641378407572334
2024-02-07,West Europe,Storage,0,0,0,796,Winter,104,0,0.0,0.0,,1.1603067711882533
2024-02-08,West Europe,Storage,0,0,0,1065,Winter,98,1,0.0,0.0,,1.082087713402122
2024-02-09,West Europe,Storage,0,0,0,1109,Winter,95,2,0.0,0.0,,1.1831958471060244
2024-02-10,West Europe,Storage,0,0,0,346,Winter,94,1,0.0,0.0,,1.0985592760470895
2024-02-11,West Europe,Storage,0,0,0,493,Winter,103,0,0.0,0.0,,1.081643298000345
2024-02-12,West Europe,Storage,0,0,0,470,Winter,101,0,0.0,0.0,,1.0889722264575505
2024-02-13,West Europe,Storage,0,0,0,379,Winter,82,3,0.0,0.0,,1.1489802080933942
2024-02-14,West Europe,Storage,0,0,0,638,Winter,90,3,0.0,0.0,,1.0813320799719555
2024-02-15,West Europe,Storage,0,0,0,801,Winter,107,3,0.0,0.0,,1.1966758949459342
2024-02-16,West Europe,Storage,0,0,0,496,Winter,95,3,0.0,0.0,,1.132381144413824
2024-02-17,West Europe,Storage,0,0,0,795,Winter,105,3,0.0,0.0,,1.1945091142770594
2024-02-18,West Europe,Storage,0,0,0,956,Winter,82,0,0.0,0.0,,1.069511247843996
2024-02-19,West Europe,Storage,0,0,0,566,Winter,81,0,0.0,0.0,,1.1512892820142064
2024-02-20,West Europe,Storage,0,0,0,815,Winter,91,0,0.0,0.0,,1.1961547580598242
2024-02-21,West Europe,Storage,0,0,0,574,Winter,103,3,0.0,0.0,,1.0919557144282825
2024-02-22,West Europe,Storage,0,0,0,525,Winter,83,0,0.0,0.0,,1.1222395991364431
2024-02-23,West Europe,Storage,0,0,0,1195,Winter,86,0,0.0,0.0,,1.1338953869875639
2024-02-24,West Europe,Storage,0,0,0,382,Winter,101,2,0.0,0.0,,1.1275843441143338
2024-02-25,West Europe,Storage,0,0,0,1119,Winter,106,3,0.0,0.0,,1.1625192222610157
2024-02-26,West Europe,Storage,0,0,0,765,Winter,86,0,0.0,0.0,,1.07209936880813
2024-02-27,West Europe,Storage,0,0,0,543,Winter,100,3,0.0,0.0,,1.1958582177229304
2024-02-28,West Europe,Storage,0,0,0,674,Winter,99,0,0.0,0.0,,1.1556229108918148
2024-02-29,West Europe,Storage,0,0,0,538,Winter,85,3,0.0,0.0,,1.1599163202086724
2024-03-01,West Europe,Storage,0,0,0,572,Spring,80,2,0.0,0.0,,1.0872549268102785
2024-03-02,West Europe,Storage,0,0,0,979,Spring,103,0,0.0,0.0,,1.1743141733997082
2024-03-03,West Europe,Storage,0,0,0,395,Spring,106,3,0.0,0.0,,1.110782893396335
2024-03-04,West Europe,Storage,0,0,0,331,Spring,101,2,0.0,0.0,,1.1818912589753356
2024-03-05,West Europe,Storage,0,0,0,742,Spring,106,0,0.0,0.0,,1.1657829236134845
2024-03-06,West Europe,Storage,0,0,0,460,Spring,109,0,0.0,0.0,,1.1360999141134795
2024-03-07,West Europe,Storage,0,0,0,430,Spring,94,0,0.0,0.0,,1.0944936691959881
2024-03-08,West Europe,Storage,0,0,0,1175,Spring,98,1,0.0,0.0,,1.0573334951294224
2024-03-09,West Europe,Storage,0,0,0,420,Spring,96,3,0.0,0.0,,1.1951403379071892
2024-03-10,West Europe,Storage,0,0,0,725,Spring,92,0,0.0,0.0,,1.1289098327586806
2024-03-11,West Europe,Storage,0,0,0,940,Spring,106,1,0.0,0.0,,1.0977848402339725
2024-03-12,West Europe,Storage,0,0,0,541,Spring,84,2,0.0,0.0,,1.177267359037344
2024-03-13,West Europe,Storage,0,0,0,354,Spring,100,0,0.0,0.0,,1.0540174240550957
2024-03-14,West Europe,Storage,0,0,0,801,Spring,92,1,0.0,0.0,,1.0728974538613172
2024-03-15,West Europe,Storage,0,0,0,1149,Spring,90,0,0.0,0.0,,1.153068415482542
2024-03-16,West Europe,Storage,0,0,0,658,Spring,83,1,0.0,0.0,,1.1039779185101144
2024-03-17,West Europe,Storage,0,0,0,590,Spring,101,0,0.0,0.0,,1.1852599655627274
2024-03-18,West Europe,Storage,0,0,0,449,Spring,83,0,0.0,0.0,,1.1902384224394191
2024-03-19,West Europe,Storage,0,0,0,421,Spring,94,2,0.0,0.0,,1.051318779740426
2024-03-20,West Europe,Storage,0,0,0,957,Spring,104,3,0.0,0.0,,1.1878905856211266
2024-03-21,West Europe,Storage,0,0,0,674,Spring,83,1,0.0,0.0,,1.1949333413718097
2024-03-22,West Europe,Storage,0,0,0,333,Spring,83,1,0.0,0.0,,1.0783406187114044
2024-03-23,West Europe,Storage,0,0,0,1097,Spring,92,0,0.0,0.0,,1.163364611603211
2024-03-24,West Europe,Storage,0,0,0,1000,Spring,94,3,0.0,0.0,,1.1980400136426022
2024-03-25,West Europe,Storage,0,0,0,302,Spring,103,0,0.0,0.0,,1.1810725665244253
2024-03-26,West Europe,Storage,0,0,0,301,Spring,108,2,0.0,0.0,,1.098803139475495
2024-03-27,West Europe,Storage,0,0,0,912,Spring,98,1,0.0,0.0,,1.1010846712264104
2024-03-28,West Europe,Storage,0,0,0,1085,Spring,98,2,0.0,0.0,,1.161820049925177
2024-03-29,West Europe,Storage,0,0,0,533,Spring,89,0,0.0,0.0,,1.1044009937816934
2024-03-30,West Europe,Storage,0,0,0,1190,Spring,106,3,0.0,0.0,,1.1437448979299227
2024-03-31,West Europe,Storage,0,0,0,963,Spring,83,0,0.0,0.0,,1.0504802750112479
2024-04-01,West Europe,Storage,0,0,0,685,Spring,86,1,0.0,0.0,,1.1820636372393387
2024-04-02,West Europe,Storage,0,0,0,978,Spring,100,2,0.0,0.0,,1.0708419204474828
2024-04-03,West Europe,Storage,0,0,0,638,Spring,93,0,0.0,0.0,,1.1630411336372406
2024-04-04,West Europe,Storage,0,0,0,953,Spring,88,2,0.0,0.0,,1.1245541990007073
2024-04-05,West Europe,Storage,0,0,0,852,Spring,97,0,0.0,0.0,,1.1102992169187023
2024-04-06,West Europe,Storage,0,0,0,369,Spring,99,3,0.0,0.0,,1.135453070155163
2024-04-07,West Europe,Storage,0,0,0,690,Spring,85,1,0.0,0.0,,1.125369120210746
2024-04-08,West Europe,Storage,0,0,0,474,Spring,105,0,0.0,0.0,,1.0887337503225691
2024-04-09,West Europe,Storage,0,0,0,425,Spring,106,3,0.0,0.0,,1.110112553546382
2024-04-10,West Europe,Storage,0,0,0,1171,Spring,98,3,0.0,0.0,,1.0587512704780513
2024-04-11,West Europe,Storage,0,0,0,376,Spring,102,1,0.0,0.0,,1.1884640399036646
2024-04-12,West Europe,Storage,0,0,0,883,Spring,107,0,0.0,0.0,,1.0820511296969608
2024-04-13,West Europe,Storage,0,0,0,552,Spring,96,2,0.0,0.0,,1.1831285059083543
2024-04-14,West Europe,Storage,0,0,0,1097,Spring,95,0,0.0,0.0,,1.1376473824607902
2024-04-15,West Europe,Storage,0,0,0,652,Spring,98,2,0.0,0.0,,1.1147813232123183
2024-04-16,West Europe,Storage,0,0,0,913,Spring,90,0,0.0,0.0,,1.0534562151205007
2024-04-17,West Europe,Storage,0,0,0,655,Spring,84,0,0.0,0.0,,1.0618355112931062
2024-04-18,West Europe,Storage,0,0,0,458,Spring,98,3,0.0,0.0,,1.0938959141544566
2024-04-19,West Europe,Storage,0,0,0,808,Spring,86,1,0.0,0.0,,1.1895550385521756
2024-04-20,West Europe,Storage,0,0,0,443,Spring,83,1,0.0,0.0,,1.0808654204753003
2024-04-21,West Europe,Storage,0,0,0,549,Spring,89,0,0.0,0.0,,1.0918969177385778
2024-04-22,West Europe,Storage,0,0,0,679,Spring,89,3,0.0,0.0,,1.0755595008401664
2024-04-23,West Europe,Storage,0,0,0,914,Spring,104,0,0.0,0.0,,1.1869905844351787
2024-04-24,West Europe,Storage,0,0,0,663,Spring,97,0,0.0,0.0,,1.10692765732425
2024-04-25,West Europe,Storage,0,0,0,927,Spring,104,0,0.0,0.0,,1.1129568340253229
2024-04-26,West Europe,Storage,0,0,0,651,Spring,106,3,0.0,0.0,,1.1160693603842584
2024-04-27,West Europe,Storage,0,0,0,957,Spring,103,0,0.0,0.0,,1.0751917186460036
2024-04-28,West Europe,Storage,0,0,0,710,Spring,106,2,0.0,0.0,,1.1123791122407536
2024-04-29,West Europe,Storage,0,0,0,354,Spring,80,3,0.0,0.0,,1.1786876464935183
2024-04-30,West Europe,Storage,0,0,0,569,Spring,85,0,0.0,0.0,,1.119439606309525
2024-05-01,West Europe,Storage,0,0,0,929,Spring,88,0,0.0,0.0,,1.1981589461088704
2024-05-02,West Europe,Storage,0,0,0,682,Spring,103,3,0.0,0.0,,1.1485658608192912
2024-05-03,West Europe,Storage,0,0,0,576,Spring,106,0,0.0,0.0,,1.1208310922112226
2024-05-04,West Europe,Storage,0,0,0,1057,Spring,98,0,0.0,0.0,,1.0517097910663562
2024-05-05,West Europe,Storage,0,0,0,462,Spring,82,0,0.0,0.0,,1.1400080836121957
2024-05-06,West Europe,Storage,0,0,0,886,Spring,98,2,0.0,0.0,,1.112537052961909
2024-05-07,West Europe,Storage,0,0,0,353,Spring,108,0,0.0,0.0,,1.1185810169202715
2024-05-08,West Europe,Storage,0,0,0,903,Spring,88,3,0.0,0.0,,1.073781721330322
2024-05-09,West Europe,Storage,0,0,0,974,Spring,97,0,0.0,0.0,,1.138590722870454
2024-05-10,West Europe,Storage,0,0,0,330,Spring,91,0,0.0,0.0,,1.1762416600686278
2024-05-11,West Europe,Storage,0,0,0,1151,Spring,92,1,0.0,0.0,,1.1888903121940402
2024-05-12,West Europe,Storage,0,0,0,469,Spring,109,2,0.0,0.0,,1.1537039611638753
2024-05-13,West Europe,Storage,0,0,0,1026,Spring,107,0,0.0,0.0,,1.1485979247898535
2024-05-14,West Europe,Storage,0,0,0,625,Spring,85,2,0.0,0.0,,1.17820150995346
2024-05-15,West Europe,Storage,0,0,0,1170,Spring,81,3,0.0,0.0,,1.0512070215620541
2024-05-16,West Europe,Storage,0,0,0,1155,Spring,80,0,0.0,0.0,,1.0570685179608421
2024-05-17,West Europe,Storage,0,0,0,343,Spring,109,0,0.0,0.0,,1.1921305910912103
2024-05-18,West Europe,Storage,0,0,0,398,Spring,88,3,0.0,0.0,,1.0646302117018096
2024-05-19,West Europe,Storage,0,0,0,407,Spring,84,2,0.0,0.0,,1.078125445728074
2024-05-20,West Europe,Storage,0,0,0,858,Spring,86,0,0.0,0.0,,1.0666694979470086
2024-05-21,West Europe,Storage,0,0,0,1104,Spring,84,1,0.0,0.0,,1.0795057468413154
2024-05-22,West Europe,Storage,0,0,0,783,Spring,100,1,0.0,0.0,,1.0804285593186729
2024-05-23,West Europe,Storage,0,0,0,526,Spring,99,3,0.0,0.0,,1.156029847310122
2024-05-24,West Europe,Storage,0,0,0,717,Spring,85,3,0.0,0.0,,1.0953597894096245
2024-05-25,West Europe,Storage,0,0,0,1189,Spring,96,0,0.0,0.0,,1.0784833290287803
2024-05-26,West Europe,Storage,0,0,0,450,Spring,93,1,0.0,0.0,,1.1636868820862887
2024-05-27,West Europe,Storage,0,0,0,413,Spring,104,2,0.0,0.0,,1.1124543587736075
2024-05-28,West Europe,Storage,0,0,0,675,Spring,98,1,0.0,0.0,,1.0517161423953394
2024-05-29,West Europe,Storage,0,0,0,592,Spring,89,0,0.0,0.0,,1.106515732189096
2024-05-30,West Europe,Storage,0,0,0,416,Spring,85,0,0.0,0.0,,1.1590690619726298
2024-05-31,West Europe,Storage,0,0,0,577,Spring,107,0,0.0,0.0,,1.1047790457062112
2024-06-01,West Europe,Storage,0,0,0,961,Summer,96,0,0.0,0.0,,1.1359300173441704
2024-06-02,West Europe,Storage,0,0,0,988,Summer,87,1,0.0,0.0,,1.1730005929714264
2024-06-03,West Europe,Storage,0,0,0,933,Summer,101,0,0.0,0.0,,1.166687442541437
2024-06-04,West Europe,Storage,0,0,0,454,Summer,108,2,0.0,0.0,,1.0835322631271993
2024-06-05,West Europe,Storage,0,0,0,310,Summer,88,0,0.0,0.0,,1.1422691613409772
2024-06-06,West Europe,Storage,0,0,0,897,Summer,108,1,0.0,0.0,,1.1276252816159869
2024-06-07,West Europe,Storage,0,0,0,655,Summer,108,0,0.0,0.0,,1.0709269358906945
2024-06-08,West Europe,Storage,0,0,0,1184,Summer,101,2,0.0,0.0,,1.0921217235046208
2024-06-09,West Europe,Storage,0,0,0,1140,Summer,105,0,0.0,0.0,,1.057921004584941
2024-06-10,West Europe,Storage,0,0,0,840,Summer,103,3,0.0,0.0,,1.1859259410259748
2024-06-11,West Europe,Storage,0,0,0,895,Summer,89,0,0.0,0.0,,1.11702443361302
2024-06-12,West Europe,Storage,0,0,0,506,Summer,103,3,0.0,0.0,,1.194254741118589
2024-06-13,West Europe,Storage,0,0,0,1133,Summer,94,1,0.0,0.0,,1.0567469916161736
2024-06-14,West Europe,Storage,0,0,0,1072,Summer,80,3,0.0,0.0,,1.1805273233141809
2024-06-15,West Europe,Storage,0,0,0,1071,Summer,105,0,0.0,0.0,,1.1869651456062855
2024-06-16,West Europe,Storage,0,0,0,1181,Summer,107,3,0.0,0.0,,1.0834866601196662
2024-06-17,West Europe,Storage,0,0,0,776,Summer,87,2,0.0,0.0,,1.0742144269937783
2024-06-18,West Europe,Storage,0,0,0,782,Summer,93,3,0.0,0.0,,1.134508184422258
2024-06-19,West Europe,Storage,0,0,0,1121,Summer,104,1,0.0,0.0,,1.1757134806640779
2024-06-20,West Europe,Storage,0,0,0,1195,Summer,89,0,0.0,0.0,,1.0552119162510223
2024-06-21,West Europe,Storage,0,0,0,1009,Summer,81,0,0.0,0.0,,1.1624942216023282
2024-06-22,West Europe,Storage,0,0,0,1038,Summer,108,3,0.0,0.0,,1.1755009065412079
2024-06-23,West Europe,Storage,0,0,0,459,Summer,108,0,0.0,0.0,,1.1192752853028987
2024-06-24,West Europe,Storage,0,0,0,450,Summer,104,0,0.0,0.0,,1.06629607316453
2024-06-25,West Europe,Storage,0,0,0,456,Summer,87,0,0.0,0.0,,1.1720715623279763
2024-06-26,West Europe,Storage,0,0,0,535,Summer,101,0,0.0,0.0,,1.1537629546053443
2024-06-27,West Europe,Storage,0,0,0,1042,Summer,80,3,0.0,0.0,,1.0749304327969444
